roof type,total,geo_code,geo_level,geo_version
Wood/Planks Roof,0,60003,local,2016
Galvanized Iron Plate,128,60008,local,2016
Mud Roof,47,60008,local,2016
Not Stated Roof,35,60008,local,2016
Other Type of Roof,11,60008,local,2016
RCC Roof,7,60008,local,2016
Thatch/Straw Roof,471,60008,local,2016
Tile/Slate Roof,2849,60008,local,2016
Wood/Planks Roof,5,60008,local,2016
Galvanized Iron Plate,28,60011,local,2016
Mud Roof,228,60011,local,2016
Not Stated Roof,46,60011,local,2016
Other Type of Roof,19,60011,local,2016
RCC Roof,8,60011,local,2016
Thatch/Straw Roof,704,60011,local,2016
Tile/Slate Roof,2275,60011,local,2016
Wood/Planks Roof,19,60011,local,2016
Galvanized Iron Plate,782,25,district,2016
Mud Roof,8171,25,district,2016
Not Stated Roof,17,25,district,2016
Other Type of Roof,120,25,district,2016
RCC Roof,5,25,district,2016
Thatch/Straw Roof,128,25,district,2016
Tile/Slate Roof,94,25,district,2016
Wood/Planks Roof,120,25,district,2016
Galvanized Iron Plate,15,66001,local,2016
Mud Roof,1092,66001,local,2016
Not Stated Roof,0,66001,local,2016
Other Type of Roof,0,66001,local,2016
RCC Roof,0,66001,local,2016
Thatch/Straw Roof,3,66001,local,2016
Tile/Slate Roof,6,66001,local,2016
Wood/Planks Roof,5,66001,local,2016
Galvanized Iron Plate,31,66005,local,2016
Mud Roof,1457,66005,local,2016
Not Stated Roof,2,66005,local,2016
Other Type of Roof,120,66005,local,2016
RCC Roof,0,66005,local,2016
Thatch/Straw Roof,54,66005,local,2016
Tile/Slate Roof,29,66005,local,2016
Wood/Planks Roof,101,66005,local,2016
Galvanized Iron Plate,22,66004,local,2016
Mud Roof,805,66004,local,2016
Not Stated Roof,0,66004,local,2016
Other Type of Roof,0,66004,local,2016
RCC Roof,0,66004,local,2016
Thatch/Straw Roof,2,66004,local,2016
Tile/Slate Roof,5,66004,local,2016
Wood/Planks Roof,1,66004,local,2016
Galvanized Iron Plate,10,66003,local,2016
Mud Roof,1105,66003,local,2016
Not Stated Roof,1,66003,local,2016
Other Type of Roof,0,66003,local,2016
RCC Roof,2,66003,local,2016
Thatch/Straw Roof,3,66003,local,2016
Tile/Slate Roof,5,66003,local,2016
Wood/Planks Roof,6,66003,local,2016
Galvanized Iron Plate,11,66002,local,2016
Mud Roof,916,66002,local,2016
Not Stated Roof,1,66002,local,2016
Other Type of Roof,0,66002,local,2016
RCC Roof,0,66002,local,2016
Thatch/Straw Roof,22,66002,local,2016
Tile/Slate Roof,12,66002,local,2016
Wood/Planks Roof,1,66002,local,2016
Galvanized Iron Plate,683,66006,local,2016
Mud Roof,1812,66006,local,2016
Not Stated Roof,11,66006,local,2016
Other Type of Roof,0,66006,local,2016
RCC Roof,2,66006,local,2016
Thatch/Straw Roof,37,66006,local,2016
Tile/Slate Roof,20,66006,local,2016
Wood/Planks Roof,1,66006,local,2016
Galvanized Iron Plate,10,66007,local,2016
Mud Roof,984,66007,local,2016
Not Stated Roof,2,66007,local,2016
Other Type of Roof,0,66007,local,2016
RCC Roof,1,66007,local,2016
Thatch/Straw Roof,7,66007,local,2016
Tile/Slate Roof,17,66007,local,2016
Wood/Planks Roof,5,66007,local,2016
Galvanized Iron Plate,1735,29,district,2016
Mud Roof,16782,29,district,2016
Not Stated Roof,162,29,district,2016
Other Type of Roof,16,29,district,2016
RCC Roof,27,29,district,2016
Thatch/Straw Roof,101,29,district,2016
Tile/Slate Roof,219,29,district,2016
Wood/Planks Roof,249,29,district,2016
Galvanized Iron Plate,48,63004,local,2016
Mud Roof,2122,63004,local,2016
Not Stated Roof,18,63004,local,2016
Other Type of Roof,4,63004,local,2016
RCC Roof,1,63004,local,2016
Thatch/Straw Roof,14,63004,local,2016
Tile/Slate Roof,28,63004,local,2016
Wood/Planks Roof,12,63004,local,2016
Galvanized Iron Plate,19,63006,local,2016
Mud Roof,1937,63006,local,2016
Not Stated Roof,19,63006,local,2016
Other Type of Roof,0,63006,local,2016
RCC Roof,1,63006,local,2016
Thatch/Straw Roof,1,63006,local,2016
Tile/Slate Roof,15,63006,local,2016
Wood/Planks Roof,4,63006,local,2016
Galvanized Iron Plate,77,63008,local,2016
Mud Roof,2115,63008,local,2016
Not Stated Roof,13,63008,local,2016
Other Type of Roof,0,63008,local,2016
RCC Roof,3,63008,local,2016
Thatch/Straw Roof,10,63008,local,2016
Tile/Slate Roof,24,63008,local,2016
Wood/Planks Roof,8,63008,local,2016
Galvanized Iron Plate,107,63005,local,2016
Mud Roof,2379,63005,local,2016
Not Stated Roof,25,63005,local,2016
Other Type of Roof,3,63005,local,2016
RCC Roof,0,63005,local,2016
Thatch/Straw Roof,5,63005,local,2016
Tile/Slate Roof,16,63005,local,2016
Wood/Planks Roof,2,63005,local,2016
Galvanized Iron Plate,1225,63001,local,2016
Mud Roof,2577,63001,local,2016
Not Stated Roof,40,63001,local,2016
Other Type of Roof,1,63001,local,2016
RCC Roof,17,63001,local,2016
Thatch/Straw Roof,46,63001,local,2016
Tile/Slate Roof,80,63001,local,2016
Wood/Planks Roof,10,63001,local,2016
Galvanized Iron Plate,109,63002,local,2016
Mud Roof,1685,63002,local,2016
Not Stated Roof,19,63002,local,2016
Other Type of Roof,2,63002,local,2016
RCC Roof,0,63002,local,2016
Thatch/Straw Roof,13,63002,local,2016
Tile/Slate Roof,18,63002,local,2016
Wood/Planks Roof,2,63002,local,2016
Galvanized Iron Plate,19,63003,local,2016
Mud Roof,1440,63003,local,2016
Not Stated Roof,15,63003,local,2016
Other Type of Roof,6,63003,local,2016
RCC Roof,4,63003,local,2016
Thatch/Straw Roof,7,63003,local,2016
Tile/Slate Roof,15,63003,local,2016
Wood/Planks Roof,207,63003,local,2016
Galvanized Iron Plate,131,63007,local,2016
Mud Roof,2527,63007,local,2016
Not Stated Roof,13,63007,local,2016
Other Type of Roof,0,63007,local,2016
RCC Roof,1,63007,local,2016
Thatch/Straw Roof,5,63007,local,2016
Tile/Slate Roof,23,63007,local,2016
Wood/Planks Roof,4,63007,local,2016
Galvanized Iron Plate,13879,70,district,2016
Mud Roof,865,70,district,2016
Not Stated Roof,765,70,district,2016
Other Type of Roof,269,70,district,2016
RCC Roof,11144,70,district,2016
Thatch/Straw Roof,33285,70,district,2016
Tile/Slate Roof,12378,70,district,2016
Wood/Planks Roof,245,70,district,2016
Galvanized Iron Plate,584,59008,local,2016
Mud Roof,0,59008,local,2016
Not Stated Roof,82,59008,local,2016
Other Type of Roof,1,59008,local,2016
RCC Roof,51,59008,local,2016
Thatch/Straw Roof,5428,59008,local,2016
Tile/Slate Roof,125,59008,local,2016
Wood/Planks Roof,33,59008,local,2016
Galvanized Iron Plate,156,59005,local,2016
Mud Roof,6,59005,local,2016
Not Stated Roof,23,59005,local,2016
Other Type of Roof,4,59005,local,2016
RCC Roof,7,59005,local,2016
Thatch/Straw Roof,1947,59005,local,2016
Tile/Slate Roof,774,59005,local,2016
Wood/Planks Roof,6,59005,local,2016
Galvanized Iron Plate,1093,59006,local,2016
Mud Roof,77,59006,local,2016
Not Stated Roof,70,59006,local,2016
Other Type of Roof,92,59006,local,2016
RCC Roof,376,59006,local,2016
Thatch/Straw Roof,3652,59006,local,2016
Tile/Slate Roof,4199,59006,local,2016
Wood/Planks Roof,13,59006,local,2016
Galvanized Iron Plate,869,59001,local,2016
Mud Roof,81,59001,local,2016
Not Stated Roof,33,59001,local,2016
Other Type of Roof,3,59001,local,2016
RCC Roof,42,59001,local,2016
Thatch/Straw Roof,4260,59001,local,2016
Tile/Slate Roof,139,59001,local,2016
Wood/Planks Roof,21,59001,local,2016
Galvanized Iron Plate,653,59007,local,2016
Mud Roof,2,59007,local,2016
Not Stated Roof,65,59007,local,2016
Other Type of Roof,21,59007,local,2016
RCC Roof,251,59007,local,2016
Thatch/Straw Roof,3326,59007,local,2016
Tile/Slate Roof,2013,59007,local,2016
Wood/Planks Roof,15,59007,local,2016
Galvanized Iron Plate,899,59009,local,2016
Mud Roof,235,59009,local,2016
Not Stated Roof,42,59009,local,2016
Other Type of Roof,17,59009,local,2016
RCC Roof,30,59009,local,2016
Thatch/Straw Roof,2687,59009,local,2016
Tile/Slate Roof,1177,59009,local,2016
Wood/Planks Roof,7,59009,local,2016
Galvanized Iron Plate,7853,59003,local,2016
Mud Roof,122,59003,local,2016
Not Stated Roof,324,59003,local,2016
Other Type of Roof,111,59003,local,2016
RCC Roof,9638,59003,local,2016
Thatch/Straw Roof,4004,59003,local,2016
Tile/Slate Roof,1607,59003,local,2016
Wood/Planks Roof,51,59003,local,2016
Galvanized Iron Plate,1271,59002,local,2016
Mud Roof,341,59002,local,2016
Not Stated Roof,63,59002,local,2016
Other Type of Roof,6,59002,local,2016
RCC Roof,736,59002,local,2016
Thatch/Straw Roof,4152,59002,local,2016
Tile/Slate Roof,2208,59002,local,2016
Wood/Planks Roof,48,59002,local,2016
Galvanized Iron Plate,501,59004,local,2016
Mud Roof,1,59004,local,2016
Not Stated Roof,63,59004,local,2016
Other Type of Roof,14,59004,local,2016
RCC Roof,13,59004,local,2016
Thatch/Straw Roof,3829,59004,local,2016
Tile/Slate Roof,136,59004,local,2016
Wood/Planks Roof,51,59004,local,2016
Galvanized Iron Plate,163,21,district,2016
Mud Roof,6612,21,district,2016
Not Stated Roof,217,21,district,2016
Other Type of Roof,13,21,district,2016
RCC Roof,10,21,district,2016
Thatch/Straw Roof,205,21,district,2016
Tile/Slate Roof,126,21,district,2016
Wood/Planks Roof,120,21,district,2016
Galvanized Iron Plate,106,62007,local,2016
Mud Roof,1747,62007,local,2016
Not Stated Roof,8,62007,local,2016
Other Type of Roof,1,62007,local,2016
RCC Roof,6,62007,local,2016
Thatch/Straw Roof,4,62007,local,2016
Tile/Slate Roof,12,62007,local,2016
Wood/Planks Roof,19,62007,local,2016
Galvanized Iron Plate,8,62004,local,2016
Mud Roof,760,62004,local,2016
Not Stated Roof,8,62004,local,2016
Other Type of Roof,0,62004,local,2016
RCC Roof,0,62004,local,2016
Thatch/Straw Roof,2,62004,local,2016
Tile/Slate Roof,2,62004,local,2016
Wood/Planks Roof,0,62004,local,2016
Galvanized Iron Plate,2,62001,local,2016
Mud Roof,273,62001,local,2016
Not Stated Roof,2,62001,local,2016
Other Type of Roof,0,62001,local,2016
RCC Roof,0,62001,local,2016
Thatch/Straw Roof,2,62001,local,2016
Tile/Slate Roof,2,62001,local,2016
Wood/Planks Roof,1,62001,local,2016
Galvanized Iron Plate,1,62006,local,2016
Mud Roof,543,62006,local,2016
Not Stated Roof,179,62006,local,2016
Other Type of Roof,2,62006,local,2016
RCC Roof,0,62006,local,2016
Thatch/Straw Roof,0,62006,local,2016
Tile/Slate Roof,4,62006,local,2016
Wood/Planks Roof,1,62006,local,2016
Galvanized Iron Plate,15,62003,local,2016
Mud Roof,404,62003,local,2016
Not Stated Roof,0,62003,local,2016
Other Type of Roof,1,62003,local,2016
RCC Roof,0,62003,local,2016
Thatch/Straw Roof,1,62003,local,2016
Tile/Slate Roof,9,62003,local,2016
Wood/Planks Roof,3,62003,local,2016
Galvanized Iron Plate,6,62002,local,2016
Mud Roof,444,62002,local,2016
Not Stated Roof,5,62002,local,2016
Other Type of Roof,1,62002,local,2016
RCC Roof,1,62002,local,2016
Thatch/Straw Roof,0,62002,local,2016
Tile/Slate Roof,11,62002,local,2016
Wood/Planks Roof,0,62002,local,2016
Galvanized Iron Plate,15,62008,local,2016
Mud Roof,1834,62008,local,2016
Not Stated Roof,11,62008,local,2016
Other Type of Roof,3,62008,local,2016
RCC Roof,3,62008,local,2016
Thatch/Straw Roof,8,62008,local,2016
Tile/Slate Roof,66,62008,local,2016
Wood/Planks Roof,4,62008,local,2016
Galvanized Iron Plate,10,62005,local,2016
Mud Roof,607,62005,local,2016
Not Stated Roof,4,62005,local,2016
Other Type of Roof,5,62005,local,2016
RCC Roof,0,62005,local,2016
Thatch/Straw Roof,188,62005,local,2016
Tile/Slate Roof,20,62005,local,2016
Wood/Planks Roof,92,62005,local,2016
Galvanized Iron Plate,422,44,district,2016
Mud Roof,6591,44,district,2016
Not Stated Roof,279,44,district,2016
Other Type of Roof,7,44,district,2016
RCC Roof,12,44,district,2016
Thatch/Straw Roof,1130,44,district,2016
Tile/Slate Roof,551,44,district,2016
Wood/Planks Roof,608,44,district,2016
Galvanized Iron Plate,103,65002,local,2016
Mud Roof,648,65002,local,2016
Not Stated Roof,46,65002,local,2016
Other Type of Roof,3,65002,local,2016
RCC Roof,3,65002,local,2016
Thatch/Straw Roof,1058,65002,local,2016
Tile/Slate Roof,474,65002,local,2016
Wood/Planks Roof,486,65002,local,2016
Galvanized Iron Plate,287,65001,local,2016
Mud Roof,3029,65001,local,2016
Not Stated Roof,133,65001,local,2016
Other Type of Roof,1,65001,local,2016
RCC Roof,9,65001,local,2016
Thatch/Straw Roof,46,65001,local,2016
Tile/Slate Roof,49,65001,local,2016
Wood/Planks Roof,87,65001,local,2016
Galvanized Iron Plate,14,65003,local,2016
Mud Roof,992,65003,local,2016
Not Stated Roof,8,65003,local,2016
Other Type of Roof,3,65003,local,2016
RCC Roof,0,65003,local,2016
Thatch/Straw Roof,3,65003,local,2016
Tile/Slate Roof,7,65003,local,2016
Wood/Planks Roof,2,65003,local,2016
Galvanized Iron Plate,18,65004,local,2016
Mud Roof,1922,65004,local,2016
Not Stated Roof,92,65004,local,2016
Other Type of Roof,0,65004,local,2016
RCC Roof,0,65004,local,2016
Thatch/Straw Roof,23,65004,local,2016
Tile/Slate Roof,21,65004,local,2016
Wood/Planks Roof,33,65004,local,2016
Galvanized Iron Plate,7601,61,district,2016
Mud Roof,3282,61,district,2016
Not Stated Roof,437,61,district,2016
Other Type of Roof,305,61,district,2016
RCC Roof,778,61,district,2016
Thatch/Straw Roof,21007,61,district,2016
Tile/Slate Roof,12890,61,district,2016
Wood/Planks Roof,224,61,district,2016
Galvanized Iron Plate,2263,55009,local,2016
Mud Roof,133,55009,local,2016
Not Stated Roof,134,55009,local,2016
Other Type of Roof,12,55009,local,2016
RCC Roof,442,55009,local,2016
Thatch/Straw Roof,3208,55009,local,2016
Tile/Slate Roof,1193,55009,local,2016
Wood/Planks Roof,6,55009,local,2016
Galvanized Iron Plate,890,55003,local,2016
Mud Roof,90,55003,local,2016
Not Stated Roof,12,55003,local,2016
Other Type of Roof,3,55003,local,2016
RCC Roof,23,55003,local,2016
Thatch/Straw Roof,2271,55003,local,2016
Tile/Slate Roof,1116,55003,local,2016
Wood/Planks Roof,3,55003,local,2016
Galvanized Iron Plate,767,55002,local,2016
Mud Roof,1709,55002,local,2016
Not Stated Roof,44,55002,local,2016
Other Type of Roof,148,55002,local,2016
RCC Roof,114,55002,local,2016
Thatch/Straw Roof,2522,55002,local,2016
Tile/Slate Roof,1450,55002,local,2016
Wood/Planks Roof,9,55002,local,2016
Galvanized Iron Plate,811,55010,local,2016
Mud Roof,156,55010,local,2016
Not Stated Roof,15,55010,local,2016
Other Type of Roof,1,55010,local,2016
RCC Roof,49,55010,local,2016
Thatch/Straw Roof,2203,55010,local,2016
Tile/Slate Roof,203,55010,local,2016
Wood/Planks Roof,9,55010,local,2016
Galvanized Iron Plate,456,55006,local,2016
Mud Roof,216,55006,local,2016
Not Stated Roof,91,55006,local,2016
Other Type of Roof,4,55006,local,2016
RCC Roof,16,55006,local,2016
Thatch/Straw Roof,3268,55006,local,2016
Tile/Slate Roof,287,55006,local,2016
Wood/Planks Roof,5,55006,local,2016
Galvanized Iron Plate,682,55001,local,2016
Mud Roof,59,55001,local,2016
Not Stated Roof,22,55001,local,2016
Other Type of Roof,34,55001,local,2016
RCC Roof,29,55001,local,2016
Thatch/Straw Roof,1484,55001,local,2016
Tile/Slate Roof,3592,55001,local,2016
Wood/Planks Roof,4,55001,local,2016
Galvanized Iron Plate,571,55007,local,2016
Mud Roof,17,55007,local,2016
Not Stated Roof,22,55007,local,2016
Other Type of Roof,0,55007,local,2016
RCC Roof,83,55007,local,2016
Thatch/Straw Roof,2930,55007,local,2016
Tile/Slate Roof,33,55007,local,2016
Wood/Planks Roof,1,55007,local,2016
Galvanized Iron Plate,212,55004,local,2016
Mud Roof,53,55004,local,2016
Not Stated Roof,23,55004,local,2016
Other Type of Roof,55,55004,local,2016
RCC Roof,0,55004,local,2016
Thatch/Straw Roof,1211,55004,local,2016
Tile/Slate Roof,1905,55004,local,2016
Wood/Planks Roof,1,55004,local,2016
Galvanized Iron Plate,120,55008,local,2016
Mud Roof,744,55008,local,2016
Not Stated Roof,32,55008,local,2016
Other Type of Roof,47,55008,local,2016
RCC Roof,6,55008,local,2016
Thatch/Straw Roof,651,55008,local,2016
Tile/Slate Roof,2960,55008,local,2016
Wood/Planks Roof,185,55008,local,2016
Galvanized Iron Plate,829,55005,local,2016
Mud Roof,105,55005,local,2016
Not Stated Roof,42,55005,local,2016
Other Type of Roof,1,55005,local,2016
RCC Roof,16,55005,local,2016
Thatch/Straw Roof,1259,55005,local,2016
Tile/Slate Roof,151,55005,local,2016
Wood/Planks Roof,1,55005,local,2016
Galvanized Iron Plate,3134,77,district,2016
Mud Roof,204,77,district,2016
Not Stated Roof,167,77,district,2016
Other Type of Roof,11,77,district,2016
RCC Roof,307,77,district,2016
Thatch/Straw Roof,12339,77,district,2016
Tile/Slate Roof,14448,77,district,2016
Wood/Planks Roof,25,77,district,2016
Galvanized Iron Plate,74,54003,local,2016
Mud Roof,170,54003,local,2016
Not Stated Roof,40,54003,local,2016
Other Type of Roof,2,54003,local,2016
RCC Roof,19,54003,local,2016
Thatch/Straw Roof,494,54003,local,2016
Tile/Slate Roof,4621,54003,local,2016
Wood/Planks Roof,2,54003,local,2016
Galvanized Iron Plate,84,54001,local,2016
Mud Roof,29,54001,local,2016
Not Stated Roof,45,54001,local,2016
Other Type of Roof,3,54001,local,2016
RCC Roof,7,54001,local,2016
Thatch/Straw Roof,2730,54001,local,2016
Tile/Slate Roof,3517,54001,local,2016
Wood/Planks Roof,6,54001,local,2016
Galvanized Iron Plate,93,54005,local,2016
Mud Roof,2,54005,local,2016
Not Stated Roof,27,54005,local,2016
Other Type of Roof,4,54005,local,2016
RCC Roof,1,54005,local,2016
Thatch/Straw Roof,1352,54005,local,2016
Tile/Slate Roof,2649,54005,local,2016
Wood/Planks Roof,1,54005,local,2016
Galvanized Iron Plate,487,54006,local,2016
Mud Roof,0,54006,local,2016
Not Stated Roof,18,54006,local,2016
Other Type of Roof,0,54006,local,2016
RCC Roof,3,54006,local,2016
Thatch/Straw Roof,1819,54006,local,2016
Tile/Slate Roof,1281,54006,local,2016
Wood/Planks Roof,1,54006,local,2016
Galvanized Iron Plate,377,54002,local,2016
Mud Roof,0,54002,local,2016
Not Stated Roof,22,54002,local,2016
Other Type of Roof,0,54002,local,2016
RCC Roof,1,54002,local,2016
Thatch/Straw Roof,2575,54002,local,2016
Tile/Slate Roof,771,54002,local,2016
Wood/Planks Roof,1,54002,local,2016
Galvanized Iron Plate,2019,54004,local,2016
Mud Roof,3,54004,local,2016
Not Stated Roof,15,54004,local,2016
Other Type of Roof,2,54004,local,2016
RCC Roof,276,54004,local,2016
Thatch/Straw Roof,3369,54004,local,2016
Tile/Slate Roof,1609,54004,local,2016
Wood/Planks Roof,14,54004,local,2016
Galvanized Iron Plate,252,27,district,2016
Mud Roof,838,27,district,2016
Not Stated Roof,230,27,district,2016
Other Type of Roof,103,27,district,2016
RCC Roof,24,27,district,2016
Thatch/Straw Roof,5919,27,district,2016
Tile/Slate Roof,23069,27,district,2016
Wood/Planks Roof,33,27,district,2016
Galvanized Iron Plate,43,61005,local,2016
Mud Roof,55,61005,local,2016
Not Stated Roof,39,61005,local,2016
Other Type of Roof,2,61005,local,2016
RCC Roof,3,61005,local,2016
Thatch/Straw Roof,877,61005,local,2016
Tile/Slate Roof,2567,61005,local,2016
Wood/Planks Roof,4,61005,local,2016
Galvanized Iron Plate,23,61004,local,2016
Mud Roof,0,61004,local,2016
Not Stated Roof,59,61004,local,2016
Other Type of Roof,0,61004,local,2016
RCC Roof,0,61004,local,2016
Thatch/Straw Roof,176,61004,local,2016
Tile/Slate Roof,3516,61004,local,2016
Wood/Planks Roof,0,61004,local,2016
Galvanized Iron Plate,50,61002,local,2016
Mud Roof,616,61002,local,2016
Not Stated Roof,65,61002,local,2016
Other Type of Roof,80,61002,local,2016
RCC Roof,15,61002,local,2016
Thatch/Straw Roof,409,61002,local,2016
Tile/Slate Roof,5341,61002,local,2016
Wood/Planks Roof,14,61002,local,2016
Galvanized Iron Plate,13,61001,local,2016
Mud Roof,0,61001,local,2016
Not Stated Roof,14,61001,local,2016
Other Type of Roof,0,61001,local,2016
RCC Roof,1,61001,local,2016
Thatch/Straw Roof,1705,61001,local,2016
Tile/Slate Roof,1360,61001,local,2016
Wood/Planks Roof,0,61001,local,2016
Galvanized Iron Plate,57,61006,local,2016
Mud Roof,25,61006,local,2016
Not Stated Roof,6,61006,local,2016
Other Type of Roof,0,61006,local,2016
RCC Roof,0,61006,local,2016
Thatch/Straw Roof,56,61006,local,2016
Tile/Slate Roof,2409,61006,local,2016
Wood/Planks Roof,3,61006,local,2016
Galvanized Iron Plate,36,61007,local,2016
Mud Roof,2,61007,local,2016
Not Stated Roof,13,61007,local,2016
Other Type of Roof,9,61007,local,2016
RCC Roof,2,61007,local,2016
Thatch/Straw Roof,2365,61007,local,2016
Tile/Slate Roof,2294,61007,local,2016
Wood/Planks Roof,0,61007,local,2016
Galvanized Iron Plate,30,61003,local,2016
Mud Roof,140,61003,local,2016
Not Stated Roof,34,61003,local,2016
Other Type of Roof,12,61003,local,2016
RCC Roof,3,61003,local,2016
Thatch/Straw Roof,331,61003,local,2016
Tile/Slate Roof,5582,61003,local,2016
Wood/Planks Roof,12,61003,local,2016
Galvanized Iron Plate,1402,31,district,2016
