main type of cooking fuel,total,geo_code,geo_level,geo_version
OthersFuel,68,5014,local,2016
Wood/FireWood,5059,5014,local,2016
Bio-Gas Fuel,396,5003,local,2016
Cow Dung,4104,5003,local,2016
Electricity Fuel,12,5003,local,2016
KeroseneFuel,211,5003,local,2016
LP Gas,2095,5003,local,2016
Not Stated about Fuel,34,5003,local,2016
OthersFuel,287,5003,local,2016
Wood/FireWood,2482,5003,local,2016
Bio-Gas Fuel,688,5017,local,2016
Cow Dung,52,5017,local,2016
Electricity Fuel,6,5017,local,2016
KeroseneFuel,117,5017,local,2016
LP Gas,4091,5017,local,2016
Not Stated about Fuel,9,5017,local,2016
OthersFuel,19,5017,local,2016
Wood/FireWood,7548,5017,local,2016
Bio-Gas Fuel,373,5016,local,2016
Cow Dung,7634,5016,local,2016
Electricity Fuel,1,5016,local,2016
KeroseneFuel,114,5016,local,2016
LP Gas,239,5016,local,2016
Not Stated about Fuel,35,5016,local,2016
OthersFuel,248,5016,local,2016
Wood/FireWood,2151,5016,local,2016
Bio-Gas Fuel,715,5007,local,2016
Cow Dung,781,5007,local,2016
Electricity Fuel,2,5007,local,2016
KeroseneFuel,72,5007,local,2016
LP Gas,622,5007,local,2016
Not Stated about Fuel,27,5007,local,2016
OthersFuel,101,5007,local,2016
Wood/FireWood,6363,5007,local,2016
Bio-Gas Fuel,978,5001,local,2016
Cow Dung,669,5001,local,2016
Electricity Fuel,13,5001,local,2016
KeroseneFuel,91,5001,local,2016
LP Gas,2254,5001,local,2016
Not Stated about Fuel,69,5001,local,2016
OthersFuel,26,5001,local,2016
Wood/FireWood,11238,5001,local,2016
Bio-Gas Fuel,820,5012,local,2016
Cow Dung,591,5012,local,2016
Electricity Fuel,9,5012,local,2016
KeroseneFuel,88,5012,local,2016
LP Gas,2319,5012,local,2016
Not Stated about Fuel,59,5012,local,2016
OthersFuel,24,5012,local,2016
Wood/FireWood,10046,5012,local,2016
Bio-Gas Fuel,162,5011,local,2016
Cow Dung,9,5011,local,2016
Electricity Fuel,0,5011,local,2016
KeroseneFuel,31,5011,local,2016
LP Gas,491,5011,local,2016
Not Stated about Fuel,12,5011,local,2016
OthersFuel,7,5011,local,2016
Wood/FireWood,5705,5011,local,2016
Bio-Gas Fuel,335,5005,local,2016
Cow Dung,3998,5005,local,2016
Electricity Fuel,2,5005,local,2016
KeroseneFuel,131,5005,local,2016
LP Gas,456,5005,local,2016
Not Stated about Fuel,29,5005,local,2016
OthersFuel,92,5005,local,2016
Wood/FireWood,2877,5005,local,2016
Bio-Gas Fuel,761,5013,local,2016
Cow Dung,6111,5013,local,2016
Electricity Fuel,1,5013,local,2016
KeroseneFuel,155,5013,local,2016
LP Gas,660,5013,local,2016
Not Stated about Fuel,23,5013,local,2016
OthersFuel,588,5013,local,2016
Wood/FireWood,2950,5013,local,2016
Bio-Gas Fuel,88,5008,local,2016
Cow Dung,4637,5008,local,2016
Electricity Fuel,1,5008,local,2016
KeroseneFuel,92,5008,local,2016
LP Gas,807,5008,local,2016
Not Stated about Fuel,21,5008,local,2016
OthersFuel,281,5008,local,2016
Wood/FireWood,2082,5008,local,2016
Bio-Gas Fuel,38,5004,local,2016
Cow Dung,6524,5004,local,2016
Electricity Fuel,1,5004,local,2016
KeroseneFuel,140,5004,local,2016
LP Gas,146,5004,local,2016
Not Stated about Fuel,24,5004,local,2016
OthersFuel,239,5004,local,2016
Wood/FireWood,845,5004,local,2016
Bio-Gas Fuel,28,5006,local,2016
Cow Dung,6301,5006,local,2016
Electricity Fuel,0,5006,local,2016
KeroseneFuel,215,5006,local,2016
LP Gas,43,5006,local,2016
Not Stated about Fuel,14,5006,local,2016
OthersFuel,580,5006,local,2016
Wood/FireWood,994,5006,local,2016
Bio-Gas Fuel,160,5009,local,2016
Cow Dung,15,5009,local,2016
Electricity Fuel,1,5009,local,2016
KeroseneFuel,23,5009,local,2016
LP Gas,232,5009,local,2016
Not Stated about Fuel,17,5009,local,2016
OthersFuel,3,5009,local,2016
Wood/FireWood,6540,5009,local,2016
Bio-Gas Fuel,311,5002,local,2016
Cow Dung,5092,5002,local,2016
Electricity Fuel,18,5002,local,2016
KeroseneFuel,957,5002,local,2016
LP Gas,28791,5002,local,2016
Not Stated about Fuel,357,5002,local,2016
OthersFuel,550,5002,local,2016
Wood/FireWood,11722,5002,local,2016
Bio-Gas Fuel,13,68,district,2016
Cow Dung,19,68,district,2016
Electricity Fuel,762,68,district,2016
KeroseneFuel,125,68,district,2016
LP Gas,91,68,district,2016
Not Stated about Fuel,48,68,district,2016
OthersFuel,1,68,district,2016
Wood/FireWood,22699,68,district,2016
Bio-Gas Fuel,0,11001,local,2016
Cow Dung,0,11001,local,2016
Electricity Fuel,0,11001,local,2016
KeroseneFuel,7,11001,local,2016
LP Gas,0,11001,local,2016
Not Stated about Fuel,11,11001,local,2016
OthersFuel,0,11001,local,2016
Wood/FireWood,4222,11001,local,2016
Bio-Gas Fuel,8,11006,local,2016
Cow Dung,0,11006,local,2016
Electricity Fuel,0,11006,local,2016
KeroseneFuel,8,11006,local,2016
LP Gas,1,11006,local,2016
Not Stated about Fuel,5,11006,local,2016
OthersFuel,0,11006,local,2016
Wood/FireWood,3614,11006,local,2016
Bio-Gas Fuel,1,11007,local,2016
Cow Dung,0,11007,local,2016
Electricity Fuel,309,11007,local,2016
KeroseneFuel,15,11007,local,2016
LP Gas,54,11007,local,2016
Not Stated about Fuel,16,11007,local,2016
OthersFuel,0,11007,local,2016
Wood/FireWood,4585,11007,local,2016
Bio-Gas Fuel,0,11004,local,2016
Cow Dung,0,11004,local,2016
Electricity Fuel,1,11004,local,2016
KeroseneFuel,4,11004,local,2016
LP Gas,1,11004,local,2016
Not Stated about Fuel,2,11004,local,2016
OthersFuel,0,11004,local,2016
Wood/FireWood,1160,11004,local,2016
Bio-Gas Fuel,2,11003,local,2016
Cow Dung,19,11003,local,2016
Electricity Fuel,452,11003,local,2016
KeroseneFuel,72,11003,local,2016
LP Gas,34,11003,local,2016
Not Stated about Fuel,3,11003,local,2016
OthersFuel,0,11003,local,2016
Wood/FireWood,1851,11003,local,2016
Bio-Gas Fuel,0,11008,local,2016
Cow Dung,0,11008,local,2016
Electricity Fuel,0,11008,local,2016
KeroseneFuel,7,11008,local,2016
LP Gas,0,11008,local,2016
Not Stated about Fuel,6,11008,local,2016
OthersFuel,0,11008,local,2016
Wood/FireWood,2035,11008,local,2016
Bio-Gas Fuel,0,11005,local,2016
Cow Dung,0,11005,local,2016
Electricity Fuel,0,11005,local,2016
KeroseneFuel,7,11005,local,2016
LP Gas,0,11005,local,2016
Not Stated about Fuel,1,11005,local,2016
OthersFuel,1,11005,local,2016
Wood/FireWood,2441,11005,local,2016
Bio-Gas Fuel,2,11002,local,2016
Cow Dung,0,11002,local,2016
Electricity Fuel,0,11002,local,2016
KeroseneFuel,5,11002,local,2016
LP Gas,1,11002,local,2016
Not Stated about Fuel,4,11002,local,2016
OthersFuel,0,11002,local,2016
Wood/FireWood,2791,11002,local,2016
Bio-Gas Fuel,988,6,province,2016
Cow Dung,1076,6,province,2016
Electricity Fuel,191,6,province,2016
KeroseneFuel,586,6,province,2016
LP Gas,11587,6,province,2016
Not Stated about Fuel,1761,6,province,2016
OthersFuel,323,6,province,2016
Wood/FireWood,281662,6,province,2016
Bio-Gas Fuel,122,14,district,2016
Cow Dung,72,14,district,2016
Electricity Fuel,2,14,district,2016
KeroseneFuel,60,14,district,2016
LP Gas,750,14,district,2016
Not Stated about Fuel,335,14,district,2016
OthersFuel,51,14,district,2016
Wood/FireWood,47523,14,district,2016
Bio-Gas Fuel,9,60001,local,2016
Cow Dung,2,60001,local,2016
Electricity Fuel,0,60001,local,2016
KeroseneFuel,1,60001,local,2016
LP Gas,20,60001,local,2016
Not Stated about Fuel,27,60001,local,2016
OthersFuel,0,60001,local,2016
Wood/FireWood,5204,60001,local,2016
Bio-Gas Fuel,8,60007,local,2016
Cow Dung,8,60007,local,2016
Electricity Fuel,0,60007,local,2016
KeroseneFuel,2,60007,local,2016
LP Gas,1,60007,local,2016
Not Stated about Fuel,26,60007,local,2016
OthersFuel,0,60007,local,2016
Wood/FireWood,4051,60007,local,2016
Bio-Gas Fuel,4,60002,local,2016
Cow Dung,15,60002,local,2016
Electricity Fuel,1,60002,local,2016
KeroseneFuel,2,60002,local,2016
LP Gas,9,60002,local,2016
Not Stated about Fuel,13,60002,local,2016
OthersFuel,0,60002,local,2016
Wood/FireWood,3315,60002,local,2016
Bio-Gas Fuel,12,60009,local,2016
Cow Dung,0,60009,local,2016
Electricity Fuel,1,60009,local,2016
KeroseneFuel,19,60009,local,2016
LP Gas,657,60009,local,2016
Not Stated about Fuel,43,60009,local,2016
OthersFuel,40,60009,local,2016
Wood/FireWood,5019,60009,local,2016
Bio-Gas Fuel,7,60006,local,2016
Cow Dung,3,60006,local,2016
Electricity Fuel,0,60006,local,2016
KeroseneFuel,3,60006,local,2016
LP Gas,22,60006,local,2016
Not Stated about Fuel,27,60006,local,2016
OthersFuel,0,60006,local,2016
Wood/FireWood,2982,60006,local,2016
Bio-Gas Fuel,12,60004,local,2016
Cow Dung,12,60004,local,2016
Electricity Fuel,0,60004,local,2016
KeroseneFuel,7,60004,local,2016
LP Gas,0,60004,local,2016
Not Stated about Fuel,23,60004,local,2016
OthersFuel,0,60004,local,2016
Wood/FireWood,4580,60004,local,2016
Bio-Gas Fuel,27,60005,local,2016
Cow Dung,18,60005,local,2016
Electricity Fuel,0,60005,local,2016
KeroseneFuel,12,60005,local,2016
LP Gas,24,60005,local,2016
Not Stated about Fuel,62,60005,local,2016
OthersFuel,6,60005,local,2016
Wood/FireWood,8015,60005,local,2016
Bio-Gas Fuel,14,60010,local,2016
Cow Dung,6,60010,local,2016
Electricity Fuel,0,60010,local,2016
KeroseneFuel,2,60010,local,2016
LP Gas,3,60010,local,2016
Not Stated about Fuel,34,60010,local,2016
OthersFuel,0,60010,local,2016
Wood/FireWood,3649,60010,local,2016
Bio-Gas Fuel,8,60003,local,2016
Cow Dung,2,60003,local,2016
Electricity Fuel,0,60003,local,2016
KeroseneFuel,4,60003,local,2016
LP Gas,5,60003,local,2016
Not Stated about Fuel,15,60003,local,2016
OthersFuel,4,60003,local,2016
Wood/FireWood,3938,60003,local,2016
Bio-Gas Fuel,18,60008,local,2016
Cow Dung,5,60008,local,2016
Electricity Fuel,0,60008,local,2016
KeroseneFuel,8,60008,local,2016
LP Gas,9,60008,local,2016
Not Stated about Fuel,24,60008,local,2016
OthersFuel,1,60008,local,2016
Wood/FireWood,3488,60008,local,2016
Bio-Gas Fuel,3,60011,local,2016
Cow Dung,1,60011,local,2016
Electricity Fuel,0,60011,local,2016
KeroseneFuel,0,60011,local,2016
LP Gas,0,60011,local,2016
Not Stated about Fuel,41,60011,local,2016
OthersFuel,0,60011,local,2016
Wood/FireWood,3282,60011,local,2016
Bio-Gas Fuel,8,25,district,2016
Cow Dung,0,25,district,2016
Electricity Fuel,134,25,district,2016
KeroseneFuel,0,25,district,2016
LP Gas,3,25,district,2016
Not Stated about Fuel,10,25,district,2016
OthersFuel,4,25,district,2016
Wood/FireWood,9278,25,district,2016
Bio-Gas Fuel,1,66001,local,2016
Cow Dung,0,66001,local,2016
Electricity Fuel,0,66001,local,2016
KeroseneFuel,0,66001,local,2016
LP Gas,0,66001,local,2016
Not Stated about Fuel,0,66001,local,2016
OthersFuel,1,66001,local,2016
Wood/FireWood,1119,66001,local,2016
Bio-Gas Fuel,3,66005,local,2016
Cow Dung,0,66005,local,2016
Electricity Fuel,0,66005,local,2016
KeroseneFuel,0,66005,local,2016
LP Gas,1,66005,local,2016
Not Stated about Fuel,1,66005,local,2016
OthersFuel,0,66005,local,2016
Wood/FireWood,1789,66005,local,2016
Bio-Gas Fuel,0,66004,local,2016
Cow Dung,0,66004,local,2016
Electricity Fuel,0,66004,local,2016
KeroseneFuel,0,66004,local,2016
LP Gas,2,66004,local,2016
Not Stated about Fuel,0,66004,local,2016
OthersFuel,0,66004,local,2016
Wood/FireWood,833,66004,local,2016
Bio-Gas Fuel,0,66003,local,2016
Cow Dung,0,66003,local,2016
Electricity Fuel,1,66003,local,2016
KeroseneFuel,0,66003,local,2016
LP Gas,0,66003,local,2016
Not Stated about Fuel,1,66003,local,2016
OthersFuel,1,66003,local,2016
Wood/FireWood,1129,66003,local,2016
Bio-Gas Fuel,1,66002,local,2016
Cow Dung,0,66002,local,2016
Electricity Fuel,0,66002,local,2016
KeroseneFuel,0,66002,local,2016
LP Gas,0,66002,local,2016
Not Stated about Fuel,0,66002,local,2016
OthersFuel,0,66002,local,2016
Wood/FireWood,962,66002,local,2016
Bio-Gas Fuel,1,66006,local,2016
Cow Dung,0,66006,local,2016
Electricity Fuel,133,66006,local,2016
KeroseneFuel,0,66006,local,2016
LP Gas,0,66006,local,2016
Not Stated about Fuel,8,66006,local,2016
OthersFuel,2,66006,local,2016
Wood/FireWood,2422,66006,local,2016
Bio-Gas Fuel,2,66007,local,2016
Cow Dung,0,66007,local,2016
Electricity Fuel,0,66007,local,2016
KeroseneFuel,0,66007,local,2016
LP Gas,0,66007,local,2016
Not Stated about Fuel,0,66007,local,2016
OthersFuel,0,66007,local,2016
Wood/FireWood,1024,66007,local,2016
Bio-Gas Fuel,9,29,district,2016
Cow Dung,1,29,district,2016
Electricity Fuel,2,29,district,2016
KeroseneFuel,4,29,district,2016
LP Gas,113,29,district,2016
Not Stated about Fuel,126,29,district,2016
OthersFuel,18,29,district,2016
Wood/FireWood,19018,29,district,2016
Bio-Gas Fuel,1,63004,local,2016
Cow Dung,0,63004,local,2016
Electricity Fuel,1,63004,local,2016
KeroseneFuel,0,63004,local,2016
LP Gas,1,63004,local,2016
Not Stated about Fuel,13,63004,local,2016
OthersFuel,0,63004,local,2016
Wood/FireWood,2231,63004,local,2016
Bio-Gas Fuel,1,63006,local,2016
Cow Dung,0,63006,local,2016
Electricity Fuel,0,63006,local,2016
KeroseneFuel,0,63006,local,2016
LP Gas,0,63006,local,2016
Not Stated about Fuel,10,63006,local,2016
OthersFuel,0,63006,local,2016
Wood/FireWood,1985,63006,local,2016
Bio-Gas Fuel,3,63008,local,2016
Cow Dung,0,63008,local,2016
Electricity Fuel,0,63008,local,2016
KeroseneFuel,0,63008,local,2016
LP Gas,1,63008,local,2016
Not Stated about Fuel,9,63008,local,2016
OthersFuel,0,63008,local,2016
Wood/FireWood,2237,63008,local,2016
Bio-Gas Fuel,1,63005,local,2016
Cow Dung,1,63005,local,2016
Electricity Fuel,1,63005,local,2016
KeroseneFuel,0,63005,local,2016
LP Gas,1,63005,local,2016
Not Stated about Fuel,22,63005,local,2016
OthersFuel,1,63005,local,2016
Wood/FireWood,2510,63005,local,2016
Bio-Gas Fuel,1,63001,local,2016
Cow Dung,0,63001,local,2016
Electricity Fuel,0,63001,local,2016
KeroseneFuel,4,63001,local,2016
LP Gas,108,63001,local,2016
Not Stated about Fuel,40,63001,local,2016
OthersFuel,14,63001,local,2016
Wood/FireWood,3829,63001,local,2016
Bio-Gas Fuel,1,63002,local,2016
Cow Dung,0,63002,local,2016
Electricity Fuel,0,63002,local,2016
KeroseneFuel,0,63002,local,2016
LP Gas,0,63002,local,2016
Not Stated about Fuel,9,63002,local,2016
OthersFuel,1,63002,local,2016
Wood/FireWood,1837,63002,local,2016
Bio-Gas Fuel,0,63003,local,2016
Cow Dung,0,63003,local,2016
Electricity Fuel,0,63003,local,2016
KeroseneFuel,0,63003,local,2016
LP Gas,1,63003,local,2016
Not Stated about Fuel,13,63003,local,2016
OthersFuel,2,63003,local,2016
Wood/FireWood,1697,63003,local,2016
Bio-Gas Fuel,1,63007,local,2016
Cow Dung,0,63007,local,2016
Electricity Fuel,0,63007,local,2016
KeroseneFuel,0,63007,local,2016
LP Gas,1,63007,local,2016
Not Stated about Fuel,10,63007,local,2016
OthersFuel,0,63007,local,2016
Wood/FireWood,2692,63007,local,2016
Bio-Gas Fuel,649,70,district,2016
Cow Dung,127,70,district,2016
Electricity Fuel,24,70,district,2016
KeroseneFuel,293,70,district,2016
LP Gas,9112,70,district,2016
Not Stated about Fuel,436,70,district,2016
OthersFuel,66,70,district,2016
Wood/FireWood,62123,70,district,2016
Bio-Gas Fuel,27,59008,local,2016
Cow Dung,28,59008,local,2016
Electricity Fuel,0,59008,local,2016
KeroseneFuel,8,59008,local,2016
LP Gas,8,59008,local,2016
Not Stated about Fuel,55,59008,local,2016
OthersFuel,6,59008,local,2016
Wood/FireWood,6172,59008,local,2016
Bio-Gas Fuel,6,59005,local,2016
Cow Dung,1,59005,local,2016
Electricity Fuel,0,59005,local,2016
KeroseneFuel,0,59005,local,2016
LP Gas,1,59005,local,2016
Not Stated about Fuel,19,59005,local,2016
OthersFuel,2,59005,local,2016
Wood/FireWood,2894,59005,local,2016
Bio-Gas Fuel,35,59006,local,2016
Cow Dung,2,59006,local,2016
Electricity Fuel,3,59006,local,2016
KeroseneFuel,22,59006,local,2016
LP Gas,114,59006,local,2016
Not Stated about Fuel,51,59006,local,2016
OthersFuel,4,59006,local,2016
Wood/FireWood,9341,59006,local,2016
Bio-Gas Fuel,15,59001,local,2016
Cow Dung,15,59001,local,2016
Electricity Fuel,1,59001,local,2016
KeroseneFuel,2,59001,local,2016
LP Gas,5,59001,local,2016
Not Stated about Fuel,26,59001,local,2016
OthersFuel,1,59001,local,2016
Wood/FireWood,5383,59001,local,2016
Bio-Gas Fuel,63,59007,local,2016
Cow Dung,7,59007,local,2016
Electricity Fuel,2,59007,local,2016
KeroseneFuel,9,59007,local,2016
LP Gas,24,59007,local,2016
Not Stated about Fuel,50,59007,local,2016
OthersFuel,3,59007,local,2016
Wood/FireWood,6188,59007,local,2016
Bio-Gas Fuel,8,59009,local,2016
Cow Dung,13,59009,local,2016
Electricity Fuel,1,59009,local,2016
KeroseneFuel,4,59009,local,2016
LP Gas,16,59009,local,2016
Not Stated about Fuel,32,59009,local,2016
OthersFuel,5,59009,local,2016
Wood/FireWood,5015,59009,local,2016
Bio-Gas Fuel,387,59003,local,2016
Cow Dung,29,59003,local,2016
Electricity Fuel,13,59003,local,2016
KeroseneFuel,235,59003,local,2016
LP Gas,8703,59003,local,2016
Not Stated about Fuel,117,59003,local,2016
OthersFuel,37,59003,local,2016
Wood/FireWood,14189,59003,local,2016
Bio-Gas Fuel,83,59002,local,2016
Cow Dung,15,59002,local,2016
Electricity Fuel,4,59002,local,2016
KeroseneFuel,11,59002,local,2016
LP Gas,239,59002,local,2016
Not Stated about Fuel,40,59002,local,2016
OthersFuel,6,59002,local,2016
Wood/FireWood,8427,59002,local,2016
Bio-Gas Fuel,25,59004,local,2016
Cow Dung,17,59004,local,2016
Electricity Fuel,0,59004,local,2016
KeroseneFuel,2,59004,local,2016
LP Gas,2,59004,local,2016
Not Stated about Fuel,46,59004,local,2016
OthersFuel,2,59004,local,2016
Wood/FireWood,4514,59004,local,2016
Bio-Gas Fuel,8,21,district,2016
Cow Dung,650,21,district,2016
Electricity Fuel,5,21,district,2016
KeroseneFuel,16,21,district,2016
LP Gas,6,21,district,2016
Not Stated about Fuel,21,21,district,2016
OthersFuel,114,21,district,2016
Wood/FireWood,6646,21,district,2016
Bio-Gas Fuel,2,62007,local,2016
Cow Dung,0,62007,local,2016
Electricity Fuel,1,62007,local,2016
KeroseneFuel,12,62007,local,2016
LP Gas,6,62007,local,2016
Not Stated about Fuel,2,62007,local,2016
OthersFuel,0,62007,local,2016
Wood/FireWood,1880,62007,local,2016
Bio-Gas Fuel,0,62004,local,2016
Cow Dung,0,62004,local,2016
Electricity Fuel,0,62004,local,2016
KeroseneFuel,0,62004,local,2016
LP Gas,0,62004,local,2016
Not Stated about Fuel,1,62004,local,2016
OthersFuel,0,62004,local,2016
Wood/FireWood,779,62004,local,2016
Bio-Gas Fuel,0,62001,local,2016
Cow Dung,0,62001,local,2016
Electricity Fuel,1,62001,local,2016
KeroseneFuel,0,62001,local,2016
LP Gas,0,62001,local,2016
Not Stated about Fuel,1,62001,local,2016
OthersFuel,0,62001,local,2016
Wood/FireWood,280,62001,local,2016
Bio-Gas Fuel,3,62006,local,2016
Cow Dung,347,62006,local,2016
Electricity Fuel,0,62006,local,2016
KeroseneFuel,0,62006,local,2016
LP Gas,0,62006,local,2016
Not Stated about Fuel,5,62006,local,2016
OthersFuel,0,62006,local,2016
Wood/FireWood,375,62006,local,2016
Bio-Gas Fuel,0,62003,local,2016
Cow Dung,0,62003,local,2016
Electricity Fuel,0,62003,local,2016
KeroseneFuel,0,62003,local,2016
LP Gas,0,62003,local,2016
Not Stated about Fuel,0,62003,local,2016
OthersFuel,0,62003,local,2016
Wood/FireWood,433,62003,local,2016
Bio-Gas Fuel,1,62002,local,2016
Cow Dung,303,62002,local,2016
Electricity Fuel,0,62002,local,2016
KeroseneFuel,2,62002,local,2016
LP Gas,0,62002,local,2016
Not Stated about Fuel,4,62002,local,2016
OthersFuel,113,62002,local,2016
Wood/FireWood,45,62002,local,2016
Bio-Gas Fuel,1,62008,local,2016
Cow Dung,0,62008,local,2016
Electricity Fuel,3,62008,local,2016
KeroseneFuel,2,62008,local,2016
LP Gas,0,62008,local,2016
Not Stated about Fuel,7,62008,local,2016
OthersFuel,1,62008,local,2016
Wood/FireWood,1930,62008,local,2016
Bio-Gas Fuel,1,62005,local,2016
Cow Dung,0,62005,local,2016
Electricity Fuel,0,62005,local,2016
KeroseneFuel,0,62005,local,2016
LP Gas,0,62005,local,2016
Not Stated about Fuel,1,62005,local,2016
OthersFuel,0,62005,local,2016
Wood/FireWood,924,62005,local,2016
Bio-Gas Fuel,5,44,district,2016
Cow Dung,0,44,district,2016
Electricity Fuel,0,44,district,2016
KeroseneFuel,2,44,district,2016
LP Gas,4,44,district,2016
Not Stated about Fuel,109,44,district,2016
OthersFuel,0,44,district,2016
Wood/FireWood,9480,44,district,2016
Bio-Gas Fuel,0,65002,local,2016
Cow Dung,0,65002,local,2016
Electricity Fuel,0,65002,local,2016
KeroseneFuel,0,65002,local,2016
LP Gas,0,65002,local,2016
Not Stated about Fuel,43,65002,local,2016
OthersFuel,0,65002,local,2016
Wood/FireWood,2778,65002,local,2016
Bio-Gas Fuel,5,65001,local,2016
Cow Dung,0,65001,local,2016
Electricity Fuel,0,65001,local,2016
KeroseneFuel,2,65001,local,2016
LP Gas,3,65001,local,2016
Not Stated about Fuel,33,65001,local,2016
OthersFuel,0,65001,local,2016
Wood/FireWood,3598,65001,local,2016
Bio-Gas Fuel,0,65003,local,2016
Cow Dung,0,65003,local,2016
Electricity Fuel,0,65003,local,2016
KeroseneFuel,0,65003,local,2016
LP Gas,0,65003,local,2016
Not Stated about Fuel,4,65003,local,2016
OthersFuel,0,65003,local,2016
Wood/FireWood,1025,65003,local,2016
Bio-Gas Fuel,0,65004,local,2016
Cow Dung,0,65004,local,2016
Electricity Fuel,0,65004,local,2016
KeroseneFuel,0,65004,local,2016
LP Gas,1,65004,local,2016
Not Stated about Fuel,29,65004,local,2016
OthersFuel,0,65004,local,2016
Wood/FireWood,2079,65004,local,2016
Bio-Gas Fuel,54,61,district,2016
Cow Dung,72,61,district,2016
Electricity Fuel,7,61,district,2016
KeroseneFuel,151,61,district,2016
LP Gas,688,61,district,2016
Not Stated about Fuel,374,61,district,2016
OthersFuel,31,61,district,2016
Wood/FireWood,45147,61,district,2016
Bio-Gas Fuel,0,55009,local,2016
Cow Dung,4,55009,local,2016
Electricity Fuel,3,55009,local,2016
KeroseneFuel,47,55009,local,2016
LP Gas,499,55009,local,2016
