Agricultural land use area,total,geo_code,geo_level,geo_version
Woodland And Forest,134,74003,local,2016
Arable Land,13735,74004,local,2016
Meadows And Pasture,221,74004,local,2016
Permanent Crops,6353,74004,local,2016
Temporary Crops,13103,74004,local,2016
Temporary Fallow,366,74004,local,2016
Temporary Meadows,266,74004,local,2016
Other Land,884,74004,local,2016
Ponds,0,74004,local,2016
Woodland And Forest,134,74004,local,2016
Arable Land,13735,74001,local,2016
Meadows And Pasture,221,74001,local,2016
Permanent Crops,6353,74001,local,2016
Temporary Crops,13103,74001,local,2016
Temporary Fallow,366,74001,local,2016
Temporary Meadows,266,74001,local,2016
Other Land,884,74001,local,2016
Ponds,0,74001,local,2016
Woodland And Forest,134,74001,local,2016
Arable Land,13735,74002,local,2016
Meadows And Pasture,221,74002,local,2016
Permanent Crops,6353,74002,local,2016
Temporary Crops,13103,74002,local,2016
Temporary Fallow,366,74002,local,2016
Temporary Meadows,266,74002,local,2016
Other Land,884,74002,local,2016
Ponds,0,74002,local,2016
Woodland And Forest,134,74002,local,2016
Arable Land,13735,74006,local,2016
Meadows And Pasture,221,74006,local,2016
Permanent Crops,6353,74006,local,2016
Temporary Crops,13103,74006,local,2016
Temporary Fallow,366,74006,local,2016
Temporary Meadows,266,74006,local,2016
Other Land,884,74006,local,2016
Ponds,0,74006,local,2016
Woodland And Forest,134,74006,local,2016
Arable Land,12666,16,district,2016
Meadows And Pasture,23,16,district,2016
Permanent Crops,4231,16,district,2016
Temporary Crops,12053,16,district,2016
Temporary Fallow,555,16,district,2016
Temporary Meadows,59,16,district,2016
Other Land,365,16,district,2016
Ponds,0,16,district,2016
Woodland And Forest,93,16,district,2016
Arable Land,12666,75005,local,2016
Meadows And Pasture,23,75005,local,2016
Permanent Crops,4231,75005,local,2016
Temporary Crops,12053,75005,local,2016
Temporary Fallow,555,75005,local,2016
Temporary Meadows,59,75005,local,2016
Other Land,365,75005,local,2016
Ponds,0,75005,local,2016
Woodland And Forest,93,75005,local,2016
Arable Land,12666,75009,local,2016
Meadows And Pasture,23,75009,local,2016
Permanent Crops,4231,75009,local,2016
Temporary Crops,12053,75009,local,2016
Temporary Fallow,555,75009,local,2016
Temporary Meadows,59,75009,local,2016
Other Land,365,75009,local,2016
Ponds,0,75009,local,2016
Woodland And Forest,93,75009,local,2016
Arable Land,12666,75001,local,2016
Meadows And Pasture,23,75001,local,2016
Permanent Crops,4231,75001,local,2016
Temporary Crops,12053,75001,local,2016
Temporary Fallow,555,75001,local,2016
Temporary Meadows,59,75001,local,2016
Other Land,365,75001,local,2016
Ponds,0,75001,local,2016
Woodland And Forest,93,75001,local,2016
Arable Land,12666,75008,local,2016
Meadows And Pasture,23,75008,local,2016
Permanent Crops,4231,75008,local,2016
Temporary Crops,12053,75008,local,2016
Temporary Fallow,555,75008,local,2016
Temporary Meadows,59,75008,local,2016
Other Land,365,75008,local,2016
Ponds,0,75008,local,2016
Woodland And Forest,93,75008,local,2016
Arable Land,12666,75002,local,2016
Meadows And Pasture,23,75002,local,2016
Permanent Crops,4231,75002,local,2016
Temporary Crops,12053,75002,local,2016
Temporary Fallow,555,75002,local,2016
Temporary Meadows,59,75002,local,2016
Other Land,365,75002,local,2016
Ponds,0,75002,local,2016
Woodland And Forest,93,75002,local,2016
Arable Land,12666,75004,local,2016
Meadows And Pasture,23,75004,local,2016
Permanent Crops,4231,75004,local,2016
Temporary Crops,12053,75004,local,2016
Temporary Fallow,555,75004,local,2016
Temporary Meadows,59,75004,local,2016
Other Land,365,75004,local,2016
Ponds,0,75004,local,2016
Woodland And Forest,93,75004,local,2016
Arable Land,12666,75006,local,2016
Meadows And Pasture,23,75006,local,2016
Permanent Crops,4231,75006,local,2016
Temporary Crops,12053,75006,local,2016
Temporary Fallow,555,75006,local,2016
Temporary Meadows,59,75006,local,2016
Other Land,365,75006,local,2016
Ponds,0,75006,local,2016
Woodland And Forest,93,75006,local,2016
Arable Land,12666,75003,local,2016
Meadows And Pasture,23,75003,local,2016
Permanent Crops,4231,75003,local,2016
Temporary Crops,12053,75003,local,2016
Temporary Fallow,555,75003,local,2016
Temporary Meadows,59,75003,local,2016
Other Land,365,75003,local,2016
Ponds,0,75003,local,2016
Woodland And Forest,93,75003,local,2016
Arable Land,12666,75007,local,2016
Meadows And Pasture,23,75007,local,2016
Permanent Crops,4231,75007,local,2016
Temporary Crops,12053,75007,local,2016
Temporary Fallow,555,75007,local,2016
Temporary Meadows,59,75007,local,2016
Other Land,365,75007,local,2016
Ponds,0,75007,local,2016
Woodland And Forest,93,75007,local,2016
Arable Land,10232,13,district,2016
Meadows And Pasture,145,13,district,2016
Permanent Crops,291,13,district,2016
Temporary Crops,9882,13,district,2016
Temporary Fallow,318,13,district,2016
Temporary Meadows,32,13,district,2016
Other Land,644,13,district,2016
Ponds,1,13,district,2016
Woodland And Forest,304,13,district,2016
Arable Land,10232,73006,local,2016
Meadows And Pasture,145,73006,local,2016
Permanent Crops,291,73006,local,2016
Temporary Crops,9882,73006,local,2016
Temporary Fallow,318,73006,local,2016
Temporary Meadows,32,73006,local,2016
Other Land,644,73006,local,2016
Ponds,1,73006,local,2016
Woodland And Forest,304,73006,local,2016
Arable Land,10232,73005,local,2016
Meadows And Pasture,145,73005,local,2016
Permanent Crops,291,73005,local,2016
Temporary Crops,9882,73005,local,2016
Temporary Fallow,318,73005,local,2016
Temporary Meadows,32,73005,local,2016
Other Land,644,73005,local,2016
Ponds,1,73005,local,2016
Woodland And Forest,304,73005,local,2016
Arable Land,10232,73007,local,2016
Meadows And Pasture,145,73007,local,2016
Permanent Crops,291,73007,local,2016
Temporary Crops,9882,73007,local,2016
Temporary Fallow,318,73007,local,2016
Temporary Meadows,32,73007,local,2016
Other Land,644,73007,local,2016
Ponds,1,73007,local,2016
Woodland And Forest,304,73007,local,2016
Arable Land,10232,73002,local,2016
Meadows And Pasture,145,73002,local,2016
Permanent Crops,291,73002,local,2016
Temporary Crops,9882,73002,local,2016
Temporary Fallow,318,73002,local,2016
Temporary Meadows,32,73002,local,2016
Other Land,644,73002,local,2016
Ponds,1,73002,local,2016
Woodland And Forest,304,73002,local,2016
Arable Land,10232,73001,local,2016
Meadows And Pasture,145,73001,local,2016
Permanent Crops,291,73001,local,2016
Temporary Crops,9882,73001,local,2016
Temporary Fallow,318,73001,local,2016
Temporary Meadows,32,73001,local,2016
Other Land,644,73001,local,2016
Ponds,1,73001,local,2016
Woodland And Forest,304,73001,local,2016
Arable Land,10232,73004,local,2016
Meadows And Pasture,145,73004,local,2016
Permanent Crops,291,73004,local,2016
Temporary Crops,9882,73004,local,2016
Temporary Fallow,318,73004,local,2016
Temporary Meadows,32,73004,local,2016
Other Land,644,73004,local,2016
Ponds,1,73004,local,2016
Woodland And Forest,304,73004,local,2016
Arable Land,10232,73003,local,2016
Meadows And Pasture,145,73003,local,2016
Permanent Crops,291,73003,local,2016
Temporary Crops,9882,73003,local,2016
Temporary Fallow,318,73003,local,2016
Temporary Meadows,32,73003,local,2016
Other Land,644,73003,local,2016
Ponds,1,73003,local,2016
Woodland And Forest,304,73003,local,2016
Arable Land,7598,06,district,2016
Meadows And Pasture,671,06,district,2016
Permanent Crops,154,06,district,2016
Temporary Crops,7341,06,district,2016
Temporary Fallow,179,06,district,2016
Temporary Meadows,78,06,district,2016
Other Land,390,06,district,2016
Ponds,5,06,district,2016
Woodland And Forest,595,06,district,2016
Arable Land,7598,67002,local,2016
Meadows And Pasture,671,67002,local,2016
Permanent Crops,154,67002,local,2016
Temporary Crops,7341,67002,local,2016
Temporary Fallow,179,67002,local,2016
Temporary Meadows,78,67002,local,2016
Other Land,390,67002,local,2016
Ponds,5,67002,local,2016
Woodland And Forest,595,67002,local,2016
Arable Land,7598,67006,local,2016
Meadows And Pasture,671,67006,local,2016
Permanent Crops,154,67006,local,2016
Temporary Crops,7341,67006,local,2016
Temporary Fallow,179,67006,local,2016
Temporary Meadows,78,67006,local,2016
Other Land,390,67006,local,2016
Ponds,5,67006,local,2016
Woodland And Forest,595,67006,local,2016
Arable Land,7598,67009,local,2016
Meadows And Pasture,671,67009,local,2016
Permanent Crops,154,67009,local,2016
Temporary Crops,7341,67009,local,2016
Temporary Fallow,179,67009,local,2016
Temporary Meadows,78,67009,local,2016
Other Land,390,67009,local,2016
Ponds,5,67009,local,2016
Woodland And Forest,595,67009,local,2016
Arable Land,7598,67007,local,2016
Meadows And Pasture,671,67007,local,2016
Permanent Crops,154,67007,local,2016
Temporary Crops,7341,67007,local,2016
Temporary Fallow,179,67007,local,2016
Temporary Meadows,78,67007,local,2016
Other Land,390,67007,local,2016
Ponds,5,67007,local,2016
Woodland And Forest,595,67007,local,2016
Arable Land,7598,67008,local,2016
Meadows And Pasture,671,67008,local,2016
Permanent Crops,154,67008,local,2016
Temporary Crops,7341,67008,local,2016
Temporary Fallow,179,67008,local,2016
Temporary Meadows,78,67008,local,2016
Other Land,390,67008,local,2016
Ponds,5,67008,local,2016
Woodland And Forest,595,67008,local,2016
Arable Land,7598,67003,local,2016
Meadows And Pasture,671,67003,local,2016
Permanent Crops,154,67003,local,2016
Temporary Crops,7341,67003,local,2016
Temporary Fallow,179,67003,local,2016
Temporary Meadows,78,67003,local,2016
Other Land,390,67003,local,2016
Ponds,5,67003,local,2016
Woodland And Forest,595,67003,local,2016
Arable Land,7598,67005,local,2016
Meadows And Pasture,671,67005,local,2016
Permanent Crops,154,67005,local,2016
Temporary Crops,7341,67005,local,2016
Temporary Fallow,179,67005,local,2016
Temporary Meadows,78,67005,local,2016
Other Land,390,67005,local,2016
Ponds,5,67005,local,2016
Woodland And Forest,595,67005,local,2016
Arable Land,7598,67004,local,2016
Meadows And Pasture,671,67004,local,2016
Permanent Crops,154,67004,local,2016
Temporary Crops,7341,67004,local,2016
Temporary Fallow,179,67004,local,2016
Temporary Meadows,78,67004,local,2016
Other Land,390,67004,local,2016
Ponds,5,67004,local,2016
Woodland And Forest,595,67004,local,2016
Arable Land,7598,67001,local,2016
Meadows And Pasture,671,67001,local,2016
Permanent Crops,154,67001,local,2016
Temporary Crops,7341,67001,local,2016
Temporary Fallow,179,67001,local,2016
Temporary Meadows,78,67001,local,2016
Other Land,390,67001,local,2016
Ponds,5,67001,local,2016
Woodland And Forest,595,67001,local,2016
Arable Land,62196,30,district,2016
Meadows And Pasture,24,30,district,2016
Permanent Crops,554,30,district,2016
Temporary Crops,62035,30,district,2016
Temporary Fallow,160,30,district,2016
Temporary Meadows,2,30,district,2016
Other Land,3798,30,district,2016
Ponds,67,30,district,2016
Woodland And Forest,19,30,district,2016
Arable Land,62196,71004,local,2016
Meadows And Pasture,24,71004,local,2016
Permanent Crops,554,71004,local,2016
Temporary Crops,62035,71004,local,2016
Temporary Fallow,160,71004,local,2016
Temporary Meadows,2,71004,local,2016
Other Land,3798,71004,local,2016
Ponds,67,71004,local,2016
Woodland And Forest,19,71004,local,2016
Arable Land,62196,71012,local,2016
Meadows And Pasture,24,71012,local,2016
Permanent Crops,554,71012,local,2016
Temporary Crops,62035,71012,local,2016
Temporary Fallow,160,71012,local,2016
Temporary Meadows,2,71012,local,2016
Other Land,3798,71012,local,2016
Ponds,67,71012,local,2016
Woodland And Forest,19,71012,local,2016
Arable Land,62196,71009,local,2016
Meadows And Pasture,24,71009,local,2016
Permanent Crops,554,71009,local,2016
Temporary Crops,62035,71009,local,2016
Temporary Fallow,160,71009,local,2016
Temporary Meadows,2,71009,local,2016
Other Land,3798,71009,local,2016
Ponds,67,71009,local,2016
Woodland And Forest,19,71009,local,2016
Arable Land,62196,71013,local,2016
Meadows And Pasture,24,71013,local,2016
Permanent Crops,554,71013,local,2016
Temporary Crops,62035,71013,local,2016
Temporary Fallow,160,71013,local,2016
Temporary Meadows,2,71013,local,2016
Other Land,3798,71013,local,2016
Ponds,67,71013,local,2016
Woodland And Forest,19,71013,local,2016
Arable Land,62196,71001,local,2016
Meadows And Pasture,24,71001,local,2016
Permanent Crops,554,71001,local,2016
Temporary Crops,62035,71001,local,2016
Temporary Fallow,160,71001,local,2016
Temporary Meadows,2,71001,local,2016
Other Land,3798,71001,local,2016
Ponds,67,71001,local,2016
Woodland And Forest,19,71001,local,2016
Arable Land,62196,71007,local,2016
Meadows And Pasture,24,71007,local,2016
Permanent Crops,554,71007,local,2016
Temporary Crops,62035,71007,local,2016
Temporary Fallow,160,71007,local,2016
Temporary Meadows,2,71007,local,2016
Other Land,3798,71007,local,2016
Ponds,67,71007,local,2016
Woodland And Forest,19,71007,local,2016
Arable Land,62196,71011,local,2016
Meadows And Pasture,24,71011,local,2016
Permanent Crops,554,71011,local,2016
Temporary Crops,62035,71011,local,2016
Temporary Fallow,160,71011,local,2016
Temporary Meadows,2,71011,local,2016
Other Land,3798,71011,local,2016
Ponds,67,71011,local,2016
Woodland And Forest,19,71011,local,2016
Arable Land,62196,71002,local,2016
Meadows And Pasture,24,71002,local,2016
Permanent Crops,554,71002,local,2016
Temporary Crops,62035,71002,local,2016
Temporary Fallow,160,71002,local,2016
Temporary Meadows,2,71002,local,2016
Other Land,3798,71002,local,2016
Ponds,67,71002,local,2016
Woodland And Forest,19,71002,local,2016
Arable Land,62196,71003,local,2016
Meadows And Pasture,24,71003,local,2016
Permanent Crops,554,71003,local,2016
Temporary Crops,62035,71003,local,2016
Temporary Fallow,160,71003,local,2016
Temporary Meadows,2,71003,local,2016
Other Land,3798,71003,local,2016
Ponds,67,71003,local,2016
Woodland And Forest,19,71003,local,2016
Arable Land,62196,71006,local,2016
Meadows And Pasture,24,71006,local,2016
Permanent Crops,554,71006,local,2016
Temporary Crops,62035,71006,local,2016
Temporary Fallow,160,71006,local,2016
Temporary Meadows,2,71006,local,2016
Other Land,3798,71006,local,2016
Ponds,67,71006,local,2016
Woodland And Forest,19,71006,local,2016
Arable Land,62196,71005,local,2016
Meadows And Pasture,24,71005,local,2016
Permanent Crops,554,71005,local,2016
Temporary Crops,62035,71005,local,2016
Temporary Fallow,160,71005,local,2016
Temporary Meadows,2,71005,local,2016
Other Land,3798,71005,local,2016
Ponds,67,71005,local,2016
Woodland And Forest,19,71005,local,2016
Arable Land,62196,71010,local,2016
Meadows And Pasture,24,71010,local,2016
Permanent Crops,554,71010,local,2016
Temporary Crops,62035,71010,local,2016
Temporary Fallow,160,71010,local,2016
Temporary Meadows,2,71010,local,2016
Other Land,3798,71010,local,2016
Ponds,67,71010,local,2016
Woodland And Forest,19,71010,local,2016
Arable Land,62196,71008,local,2016
Meadows And Pasture,24,71008,local,2016
Permanent Crops,554,71008,local,2016
Temporary Crops,62035,71008,local,2016
Temporary Fallow,160,71008,local,2016
Temporary Meadows,2,71008,local,2016
Other Land,3798,71008,local,2016
Ponds,67,71008,local,2016
Woodland And Forest,19,71008,local,2016
Arable Land,15008,22,district,2016
Meadows And Pasture,91,22,district,2016
Permanent Crops,270,22,district,2016
Temporary Crops,14518,22,district,2016
Temporary Fallow,445,22,district,2016
Temporary Meadows,46,22,district,2016
Other Land,658,22,district,2016
Ponds,0,22,district,2016
Woodland And Forest,355,22,district,2016
Arable Land,15008,70007,local,2016
Meadows And Pasture,91,70007,local,2016
Permanent Crops,270,70007,local,2016
Temporary Crops,14518,70007,local,2016
Temporary Fallow,445,70007,local,2016
Temporary Meadows,46,70007,local,2016
Other Land,658,70007,local,2016
Ponds,0,70007,local,2016
Woodland And Forest,355,70007,local,2016
Arable Land,15008,70004,local,2016
Meadows And Pasture,91,70004,local,2016
Permanent Crops,270,70004,local,2016
Temporary Crops,14518,70004,local,2016
Temporary Fallow,445,70004,local,2016
Temporary Meadows,46,70004,local,2016
Other Land,658,70004,local,2016
Ponds,0,70004,local,2016
Woodland And Forest,355,70004,local,2016
Arable Land,15008,70001,local,2016
Meadows And Pasture,91,70001,local,2016
Permanent Crops,270,70001,local,2016
Temporary Crops,14518,70001,local,2016
Temporary Fallow,445,70001,local,2016
Temporary Meadows,46,70001,local,2016
Other Land,658,70001,local,2016
Ponds,0,70001,local,2016
Woodland And Forest,355,70001,local,2016
Arable Land,15008,70002,local,2016
Meadows And Pasture,91,70002,local,2016
Permanent Crops,270,70002,local,2016
Temporary Crops,14518,70002,local,2016
Temporary Fallow,445,70002,local,2016
Temporary Meadows,46,70002,local,2016
Other Land,658,70002,local,2016
Ponds,0,70002,local,2016
Woodland And Forest,355,70002,local,2016
Arable Land,15008,70006,local,2016
