outer wall type,total,geo_code,geo_level
Other Type Wall,1502,34,district
Unbaked Bricks,57,34,district
Wood/Planks,686,34,district
BambooWall,636,40005,local
Cement Bonded Bricks/Stone Wall,81226,40005,local
Mud Bonded Bricks/Stone Wall,40481,40005,local
Not Stated about Wall,871,40005,local
Other Type Wall,1502,40005,local
Unbaked Bricks,57,40005,local
Wood/Planks,686,40005,local
BambooWall,636,40001,local
Cement Bonded Bricks/Stone Wall,81226,40001,local
Mud Bonded Bricks/Stone Wall,40481,40001,local
Not Stated about Wall,871,40001,local
Other Type Wall,1502,40001,local
Unbaked Bricks,57,40001,local
Wood/Planks,686,40001,local
BambooWall,636,40003,local
Cement Bonded Bricks/Stone Wall,81226,40003,local
Mud Bonded Bricks/Stone Wall,40481,40003,local
Not Stated about Wall,871,40003,local
Other Type Wall,1502,40003,local
Unbaked Bricks,57,40003,local
Wood/Planks,686,40003,local
BambooWall,636,40002,local
Cement Bonded Bricks/Stone Wall,81226,40002,local
Mud Bonded Bricks/Stone Wall,40481,40002,local
Not Stated about Wall,871,40002,local
Other Type Wall,1502,40002,local
Unbaked Bricks,57,40002,local
Wood/Planks,686,40002,local
BambooWall,636,40004,local
Cement Bonded Bricks/Stone Wall,81226,40004,local
Mud Bonded Bricks/Stone Wall,40481,40004,local
Not Stated about Wall,871,40004,local
Other Type Wall,1502,40004,local
Unbaked Bricks,57,40004,local
Wood/Planks,686,40004,local
BambooWall,3,42,district
Cement Bonded Bricks/Stone Wall,108,42,district
Mud Bonded Bricks/Stone Wall,1192,42,district
Not Stated about Wall,7,42,district
Other Type Wall,0,42,district
Unbaked Bricks,0,42,district
Wood/Planks,138,42,district
BambooWall,3,41003,local
Cement Bonded Bricks/Stone Wall,108,41003,local
Mud Bonded Bricks/Stone Wall,1192,41003,local
Not Stated about Wall,7,41003,local
Other Type Wall,0,41003,local
Unbaked Bricks,0,41003,local
Wood/Planks,138,41003,local
BambooWall,3,41001,local
Cement Bonded Bricks/Stone Wall,108,41001,local
Mud Bonded Bricks/Stone Wall,1192,41001,local
Not Stated about Wall,7,41001,local
Other Type Wall,0,41001,local
Unbaked Bricks,0,41001,local
Wood/Planks,138,41001,local
BambooWall,3,41004,local
Cement Bonded Bricks/Stone Wall,108,41004,local
Mud Bonded Bricks/Stone Wall,1192,41004,local
Not Stated about Wall,7,41004,local
Other Type Wall,0,41004,local
Unbaked Bricks,0,41004,local
Wood/Planks,138,41004,local
BambooWall,3,41002,local
Cement Bonded Bricks/Stone Wall,108,41002,local
Mud Bonded Bricks/Stone Wall,1192,41002,local
Not Stated about Wall,7,41002,local
Other Type Wall,0,41002,local
Unbaked Bricks,0,41002,local
Wood/Planks,138,41002,local
BambooWall,1195,72,district
Cement Bonded Bricks/Stone Wall,22963,72,district
Mud Bonded Bricks/Stone Wall,51195,72,district
Not Stated about Wall,622,72,district
Other Type Wall,352,72,district
Unbaked Bricks,81,72,district
Wood/Planks,1878,72,district
BambooWall,1195,38006,local
Cement Bonded Bricks/Stone Wall,22963,38006,local
Mud Bonded Bricks/Stone Wall,51195,38006,local
Not Stated about Wall,622,38006,local
Other Type Wall,352,38006,local
Unbaked Bricks,81,38006,local
Wood/Planks,1878,38006,local
BambooWall,1195,38009,local
Cement Bonded Bricks/Stone Wall,22963,38009,local
Mud Bonded Bricks/Stone Wall,51195,38009,local
Not Stated about Wall,622,38009,local
Other Type Wall,352,38009,local
Unbaked Bricks,81,38009,local
Wood/Planks,1878,38009,local
BambooWall,1195,38001,local
Cement Bonded Bricks/Stone Wall,22963,38001,local
Mud Bonded Bricks/Stone Wall,51195,38001,local
Not Stated about Wall,622,38001,local
Other Type Wall,352,38001,local
Unbaked Bricks,81,38001,local
Wood/Planks,1878,38001,local
BambooWall,1195,38004,local
Cement Bonded Bricks/Stone Wall,22963,38004,local
Mud Bonded Bricks/Stone Wall,51195,38004,local
Not Stated about Wall,622,38004,local
Other Type Wall,352,38004,local
Unbaked Bricks,81,38004,local
Wood/Planks,1878,38004,local
BambooWall,1195,38003,local
Cement Bonded Bricks/Stone Wall,22963,38003,local
Mud Bonded Bricks/Stone Wall,51195,38003,local
Not Stated about Wall,622,38003,local
Other Type Wall,352,38003,local
Unbaked Bricks,81,38003,local
Wood/Planks,1878,38003,local
BambooWall,1195,38002,local
Cement Bonded Bricks/Stone Wall,22963,38002,local
Mud Bonded Bricks/Stone Wall,51195,38002,local
Not Stated about Wall,622,38002,local
Other Type Wall,352,38002,local
Unbaked Bricks,81,38002,local
Wood/Planks,1878,38002,local
BambooWall,1195,38007,local
Cement Bonded Bricks/Stone Wall,22963,38007,local
Mud Bonded Bricks/Stone Wall,51195,38007,local
Not Stated about Wall,622,38007,local
Other Type Wall,352,38007,local
Unbaked Bricks,81,38007,local
Wood/Planks,1878,38007,local
BambooWall,1195,38010,local
Cement Bonded Bricks/Stone Wall,22963,38010,local
Mud Bonded Bricks/Stone Wall,51195,38010,local
Not Stated about Wall,622,38010,local
Other Type Wall,352,38010,local
Unbaked Bricks,81,38010,local
Wood/Planks,1878,38010,local
BambooWall,1195,38005,local
Cement Bonded Bricks/Stone Wall,22963,38005,local
Mud Bonded Bricks/Stone Wall,51195,38005,local
Not Stated about Wall,622,38005,local
Other Type Wall,352,38005,local
Unbaked Bricks,81,38005,local
Wood/Planks,1878,38005,local
BambooWall,1195,38008,local
Cement Bonded Bricks/Stone Wall,22963,38008,local
Mud Bonded Bricks/Stone Wall,51195,38008,local
Not Stated about Wall,622,38008,local
Other Type Wall,352,38008,local
Unbaked Bricks,81,38008,local
Wood/Planks,1878,38008,local
BambooWall,9,45,district
Cement Bonded Bricks/Stone Wall,303,45,district
Mud Bonded Bricks/Stone Wall,2366,45,district
Not Stated about Wall,23,45,district
Other Type Wall,10,45,district
Unbaked Bricks,565,45,district
Wood/Planks,29,45,district
BambooWall,9,42001,local
Cement Bonded Bricks/Stone Wall,303,42001,local
Mud Bonded Bricks/Stone Wall,2366,42001,local
Not Stated about Wall,23,42001,local
Other Type Wall,10,42001,local
Unbaked Bricks,565,42001,local
Wood/Planks,29,42001,local
BambooWall,9,42004,local
Cement Bonded Bricks/Stone Wall,303,42004,local
Mud Bonded Bricks/Stone Wall,2366,42004,local
Not Stated about Wall,23,42004,local
Other Type Wall,10,42004,local
Unbaked Bricks,565,42004,local
Wood/Planks,29,42004,local
BambooWall,9,42005,local
Cement Bonded Bricks/Stone Wall,303,42005,local
Mud Bonded Bricks/Stone Wall,2366,42005,local
Not Stated about Wall,23,42005,local
Other Type Wall,10,42005,local
Unbaked Bricks,565,42005,local
Wood/Planks,29,42005,local
BambooWall,9,42002,local
Cement Bonded Bricks/Stone Wall,303,42002,local
Mud Bonded Bricks/Stone Wall,2366,42002,local
Not Stated about Wall,23,42002,local
Other Type Wall,10,42002,local
Unbaked Bricks,565,42002,local
Wood/Planks,29,42002,local
BambooWall,9,42003,local
Cement Bonded Bricks/Stone Wall,303,42003,local
Mud Bonded Bricks/Stone Wall,2366,42003,local
Not Stated about Wall,23,42003,local
Other Type Wall,10,42003,local
Unbaked Bricks,565,42003,local
Wood/Planks,29,42003,local
BambooWall,357,52,district
Cement Bonded Bricks/Stone Wall,4038,52,district
Mud Bonded Bricks/Stone Wall,30843,52,district
Not Stated about Wall,149,52,district
Other Type Wall,96,52,district
Unbaked Bricks,70,52,district
Wood/Planks,145,52,district
BambooWall,357,44004,local
Cement Bonded Bricks/Stone Wall,4038,44004,local
Mud Bonded Bricks/Stone Wall,30843,44004,local
Not Stated about Wall,149,44004,local
Other Type Wall,96,44004,local
Unbaked Bricks,70,44004,local
Wood/Planks,145,44004,local
BambooWall,357,44006,local
Cement Bonded Bricks/Stone Wall,4038,44006,local
Mud Bonded Bricks/Stone Wall,30843,44006,local
Not Stated about Wall,149,44006,local
Other Type Wall,96,44006,local
Unbaked Bricks,70,44006,local
Wood/Planks,145,44006,local
BambooWall,357,44002,local
Cement Bonded Bricks/Stone Wall,4038,44002,local
Mud Bonded Bricks/Stone Wall,30843,44002,local
Not Stated about Wall,149,44002,local
Other Type Wall,96,44002,local
Unbaked Bricks,70,44002,local
Wood/Planks,145,44002,local
BambooWall,357,44007,local
Cement Bonded Bricks/Stone Wall,4038,44007,local
Mud Bonded Bricks/Stone Wall,30843,44007,local
Not Stated about Wall,149,44007,local
Other Type Wall,96,44007,local
Unbaked Bricks,70,44007,local
Wood/Planks,145,44007,local
BambooWall,357,44003,local
Cement Bonded Bricks/Stone Wall,4038,44003,local
Mud Bonded Bricks/Stone Wall,30843,44003,local
Not Stated about Wall,149,44003,local
Other Type Wall,96,44003,local
Unbaked Bricks,70,44003,local
Wood/Planks,145,44003,local
BambooWall,357,44001,local
Cement Bonded Bricks/Stone Wall,4038,44001,local
Mud Bonded Bricks/Stone Wall,30843,44001,local
Not Stated about Wall,149,44001,local
Other Type Wall,96,44001,local
Unbaked Bricks,70,44001,local
Wood/Planks,145,44001,local
BambooWall,357,44005,local
Cement Bonded Bricks/Stone Wall,4038,44005,local
Mud Bonded Bricks/Stone Wall,30843,44005,local
Not Stated about Wall,149,44005,local
Other Type Wall,96,44005,local
Unbaked Bricks,70,44005,local
Wood/Planks,145,44005,local
BambooWall,571396,2,province
Cement Bonded Bricks/Stone Wall,240251,2,province
Mud Bonded Bricks/Stone Wall,52441,2,province
Not Stated about Wall,15576,2,province
Other Type Wall,8609,2,province
Unbaked Bricks,2900,2,province
Wood/Planks,40914,2,province
BambooWall,87492,64,district
Cement Bonded Bricks/Stone Wall,29109,64,district
Mud Bonded Bricks/Stone Wall,5300,64,district
Not Stated about Wall,1735,64,district
Other Type Wall,790,64,district
Unbaked Bricks,199,64,district
Wood/Planks,8178,64,district
BambooWall,87492,19020,local
Cement Bonded Bricks/Stone Wall,29109,19020,local
Mud Bonded Bricks/Stone Wall,5300,19020,local
Not Stated about Wall,1735,19020,local
Other Type Wall,790,19020,local
Unbaked Bricks,199,19020,local
Wood/Planks,8178,19020,local
BambooWall,87492,19005,local
Cement Bonded Bricks/Stone Wall,29109,19005,local
Mud Bonded Bricks/Stone Wall,5300,19005,local
Not Stated about Wall,1735,19005,local
Other Type Wall,790,19005,local
Unbaked Bricks,199,19005,local
Wood/Planks,8178,19005,local
BambooWall,87492,19008,local
Cement Bonded Bricks/Stone Wall,29109,19008,local
Mud Bonded Bricks/Stone Wall,5300,19008,local
Not Stated about Wall,1735,19008,local
Other Type Wall,790,19008,local
Unbaked Bricks,199,19008,local
Wood/Planks,8178,19008,local
BambooWall,87492,19016,local
Cement Bonded Bricks/Stone Wall,29109,19016,local
Mud Bonded Bricks/Stone Wall,5300,19016,local
Not Stated about Wall,1735,19016,local
Other Type Wall,790,19016,local
Unbaked Bricks,199,19016,local
Wood/Planks,8178,19016,local
BambooWall,87492,19012,local
Cement Bonded Bricks/Stone Wall,29109,19012,local
Mud Bonded Bricks/Stone Wall,5300,19012,local
Not Stated about Wall,1735,19012,local
Other Type Wall,790,19012,local
Unbaked Bricks,199,19012,local
Wood/Planks,8178,19012,local
BambooWall,87492,19009,local
Cement Bonded Bricks/Stone Wall,29109,19009,local
Mud Bonded Bricks/Stone Wall,5300,19009,local
Not Stated about Wall,1735,19009,local
Other Type Wall,790,19009,local
Unbaked Bricks,199,19009,local
Wood/Planks,8178,19009,local
BambooWall,87492,19010,local
Cement Bonded Bricks/Stone Wall,29109,19010,local
Mud Bonded Bricks/Stone Wall,5300,19010,local
Not Stated about Wall,1735,19010,local
Other Type Wall,790,19010,local
Unbaked Bricks,199,19010,local
Wood/Planks,8178,19010,local
BambooWall,87492,19013,local
Cement Bonded Bricks/Stone Wall,29109,19013,local
Mud Bonded Bricks/Stone Wall,5300,19013,local
Not Stated about Wall,1735,19013,local
Other Type Wall,790,19013,local
Unbaked Bricks,199,19013,local
Wood/Planks,8178,19013,local
BambooWall,87492,19007,local
Cement Bonded Bricks/Stone Wall,29109,19007,local
Mud Bonded Bricks/Stone Wall,5300,19007,local
Not Stated about Wall,1735,19007,local
Other Type Wall,790,19007,local
Unbaked Bricks,199,19007,local
Wood/Planks,8178,19007,local
BambooWall,87492,19017,local
Cement Bonded Bricks/Stone Wall,29109,19017,local
Mud Bonded Bricks/Stone Wall,5300,19017,local
Not Stated about Wall,1735,19017,local
Other Type Wall,790,19017,local
Unbaked Bricks,199,19017,local
Wood/Planks,8178,19017,local
BambooWall,87492,19018,local
Cement Bonded Bricks/Stone Wall,29109,19018,local
Mud Bonded Bricks/Stone Wall,5300,19018,local
Not Stated about Wall,1735,19018,local
Other Type Wall,790,19018,local
Unbaked Bricks,199,19018,local
Wood/Planks,8178,19018,local
BambooWall,87492,19011,local
Cement Bonded Bricks/Stone Wall,29109,19011,local
Mud Bonded Bricks/Stone Wall,5300,19011,local
Not Stated about Wall,1735,19011,local
Other Type Wall,790,19011,local
Unbaked Bricks,199,19011,local
Wood/Planks,8178,19011,local
BambooWall,87492,19001,local
Cement Bonded Bricks/Stone Wall,29109,19001,local
Mud Bonded Bricks/Stone Wall,5300,19001,local
Not Stated about Wall,1735,19001,local
Other Type Wall,790,19001,local
Unbaked Bricks,199,19001,local
Wood/Planks,8178,19001,local
BambooWall,87492,19014,local
Cement Bonded Bricks/Stone Wall,29109,19014,local
Mud Bonded Bricks/Stone Wall,5300,19014,local
Not Stated about Wall,1735,19014,local
Other Type Wall,790,19014,local
Unbaked Bricks,199,19014,local
Wood/Planks,8178,19014,local
BambooWall,87492,19015,local
Cement Bonded Bricks/Stone Wall,29109,19015,local
Mud Bonded Bricks/Stone Wall,5300,19015,local
Not Stated about Wall,1735,19015,local
Other Type Wall,790,19015,local
Unbaked Bricks,199,19015,local
Wood/Planks,8178,19015,local
BambooWall,87492,19003,local
Cement Bonded Bricks/Stone Wall,29109,19003,local
Mud Bonded Bricks/Stone Wall,5300,19003,local
Not Stated about Wall,1735,19003,local
Other Type Wall,790,19003,local
Unbaked Bricks,199,19003,local
Wood/Planks,8178,19003,local
BambooWall,87492,19004,local
Cement Bonded Bricks/Stone Wall,29109,19004,local
Mud Bonded Bricks/Stone Wall,5300,19004,local
Not Stated about Wall,1735,19004,local
Other Type Wall,790,19004,local
Unbaked Bricks,199,19004,local
Wood/Planks,8178,19004,local
BambooWall,87492,19019,local
Cement Bonded Bricks/Stone Wall,29109,19019,local
Mud Bonded Bricks/Stone Wall,5300,19019,local
Not Stated about Wall,1735,19019,local
Other Type Wall,790,19019,local
Unbaked Bricks,199,19019,local
Wood/Planks,8178,19019,local
BambooWall,87492,19006,local
Cement Bonded Bricks/Stone Wall,29109,19006,local
Mud Bonded Bricks/Stone Wall,5300,19006,local
Not Stated about Wall,1735,19006,local
Other Type Wall,790,19006,local
Unbaked Bricks,199,19006,local
Wood/Planks,8178,19006,local
BambooWall,87492,19002,local
Cement Bonded Bricks/Stone Wall,29109,19002,local
Mud Bonded Bricks/Stone Wall,5300,19002,local
Not Stated about Wall,1735,19002,local
Other Type Wall,790,19002,local
Unbaked Bricks,199,19002,local
Wood/Planks,8178,19002,local
BambooWall,77039,67,district
Cement Bonded Bricks/Stone Wall,29495,67,district
Mud Bonded Bricks/Stone Wall,5330,67,district
Not Stated about Wall,1693,67,district
Other Type Wall,698,67,district
Unbaked Bricks,226,67,district
Wood/Planks,3448,67,district
BambooWall,77039,16011,local
Cement Bonded Bricks/Stone Wall,29495,16011,local
Mud Bonded Bricks/Stone Wall,5330,16011,local
Not Stated about Wall,1693,16011,local
Other Type Wall,698,16011,local
Unbaked Bricks,226,16011,local
Wood/Planks,3448,16011,local
BambooWall,77039,16007,local
Cement Bonded Bricks/Stone Wall,29495,16007,local
Mud Bonded Bricks/Stone Wall,5330,16007,local
Not Stated about Wall,1693,16007,local
Other Type Wall,698,16007,local
Unbaked Bricks,226,16007,local
Wood/Planks,3448,16007,local
BambooWall,77039,16015,local
Cement Bonded Bricks/Stone Wall,29495,16015,local
Mud Bonded Bricks/Stone Wall,5330,16015,local
Not Stated about Wall,1693,16015,local
Other Type Wall,698,16015,local
Unbaked Bricks,226,16015,local
Wood/Planks,3448,16015,local
BambooWall,77039,16010,local
Cement Bonded Bricks/Stone Wall,29495,16010,local
Mud Bonded Bricks/Stone Wall,5330,16010,local
Not Stated about Wall,1693,16010,local
Other Type Wall,698,16010,local
Unbaked Bricks,226,16010,local
Wood/Planks,3448,16010,local
BambooWall,77039,16008,local
Cement Bonded Bricks/Stone Wall,29495,16008,local
Mud Bonded Bricks/Stone Wall,5330,16008,local
Not Stated about Wall,1693,16008,local
Other Type Wall,698,16008,local
Unbaked Bricks,226,16008,local
Wood/Planks,3448,16008,local
BambooWall,77039,16009,local
Cement Bonded Bricks/Stone Wall,29495,16009,local
Mud Bonded Bricks/Stone Wall,5330,16009,local
Not Stated about Wall,1693,16009,local
Other Type Wall,698,16009,local
Unbaked Bricks,226,16009,local
Wood/Planks,3448,16009,local
BambooWall,77039,16014,local
Cement Bonded Bricks/Stone Wall,29495,16014,local
Mud Bonded Bricks/Stone Wall,5330,16014,local
Not Stated about Wall,1693,16014,local
Other Type Wall,698,16014,local
Unbaked Bricks,226,16014,local
Wood/Planks,3448,16014,local
BambooWall,77039,16003,local
Cement Bonded Bricks/Stone Wall,29495,16003,local
Mud Bonded Bricks/Stone Wall,5330,16003,local
Not Stated about Wall,1693,16003,local
Other Type Wall,698,16003,local
Unbaked Bricks,226,16003,local
Wood/Planks,3448,16003,local
BambooWall,77039,16004,local
Cement Bonded Bricks/Stone Wall,29495,16004,local
Mud Bonded Bricks/Stone Wall,5330,16004,local
Not Stated about Wall,1693,16004,local
Other Type Wall,698,16004,local
Unbaked Bricks,226,16004,local
Wood/Planks,3448,16004,local
BambooWall,77039,16005,local
Cement Bonded Bricks/Stone Wall,29495,16005,local
Mud Bonded Bricks/Stone Wall,5330,16005,local
Not Stated about Wall,1693,16005,local
Other Type Wall,698,16005,local
Unbaked Bricks,226,16005,local
Wood/Planks,3448,16005,local
BambooWall,77039,16001,local
Cement Bonded Bricks/Stone Wall,29495,16001,local
Mud Bonded Bricks/Stone Wall,5330,16001,local
Not Stated about Wall,1693,16001,local
Other Type Wall,698,16001,local
Unbaked Bricks,226,16001,local
Wood/Planks,3448,16001,local
BambooWall,77039,16006,local
Cement Bonded Bricks/Stone Wall,29495,16006,local
Mud Bonded Bricks/Stone Wall,5330,16006,local
Not Stated about Wall,1693,16006,local
Other Type Wall,698,16006,local
Unbaked Bricks,226,16006,local
Wood/Planks,3448,16006,local
BambooWall,77039,16012,local
Cement Bonded Bricks/Stone Wall,29495,16012,local
Mud Bonded Bricks/Stone Wall,5330,16012,local
Not Stated about Wall,1693,16012,local
Other Type Wall,698,16012,local
Unbaked Bricks,226,16012,local
Wood/Planks,3448,16012,local
BambooWall,77039,16013,local
Cement Bonded Bricks/Stone Wall,29495,16013,local
Mud Bonded Bricks/Stone Wall,5330,16013,local
